Location,Price,Total_Area,Price_per_SQFT,Baths,Balcony,BHK,State,Year,District,Temperature (°C),Condition,Humidity (%),Wind Speed (km/h),Disaster
"maraimalainagar,Vadamelpakkam, Chennai",2780000.0,700,3970.0,2,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Chepauk, Triplicane,Chennai",12000000.0,600,20000.0,2,Yes,3.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
" Mahabalipuram, Chennai",2550000.0,590,4320.0,2,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Ayapakkam, Chennai",4700000.0,1290,3640.0,3,Yes,3.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Sholinganallur, Chennai",2000000.0,400,5000.0,2,Yes,1.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Vengathur, Chennai",5700000.0,1800,3170.0,3,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Thirumazhisai, Chennai",2900000.0,600,4830.0,2,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Kosappur, Chennai",6500000.0,400,16250.0,2,No,1.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
" Mahabalipuram, Chennai",1700000.0,460,3690.0,2,Yes,1.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Dharma Nagar, Ayappakkam,Chennai",3500000.0,400,8750.0,2,No,1.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Udhayam Nagar, Velachery,Chennai",15000000.0,1620,9260.0,3,Yes,3.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Saradapuram, Mylapore,Chennai",6800000.0,1450,4690.0,3,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Kadalur, Chennai",3500000.0,800,4380.0,2,Yes,1.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Chettipunyam, Chennai",3900000.0,1140,3420.0,3,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"sree krishna,Nagarjuna Nagar, Kodambakkam,Chennai",19000000.0,1280,14840.0,3,Yes,4.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Anika Dream Home,Kayarambedu, Chennai",2000000.0,766,2610.0,2,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Subham Nagar,Perumal Nagar Extension, Old Pallavaram,Chennai",15000000.0,1500,10000.0,3,Yes,4.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Priya nagar,Urapakkam, Chennai",12300000.0,1700,7240.0,3,Yes,4.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Puliyur Housing Board Scheme,Viswanatha Puram, Kodambakkam,Chennai",2000000.0,800,2500.0,5,Yes,1.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Harmony Villas,Iyyappanthangal, Chennai",10500000.0,1540,6820.0,3,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"BADMA bloosam avenue,Guduvancheri, Chennai",5200000.0,840,6190.0,3,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Kanchipuram, Chennai",30000000.0,5000,6000.0,5,Yes,4.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Kodungaiyur West, Chennai",6500000.0,900,7220.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Red Hills, Chennai",3700000.0,1200,3080.0,3,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"BR Illam,Kondithope, George Town,Chennai",6000000.0,900,6670.0,3,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Parthasarathy Puram, T Nagar,Chennai",10000000.0,1550,6450.0,3,Yes,3.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Chengalpattu, Chennai",3060000.0,600,5100.0,2,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Kanappasamy Nagar, Puzhal,Chennai",9500000.0,1800,5280.0,3,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"dn homes,Thirumullaivoyal, Chennai",3200000.0,670,4780.0,2,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"MGR Nagar, Mangadu,Chennai",2600000.0,716,3630.0,2,No,1.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Vengaivasal, Medavakkam,Chennai",5500000.0,550,10000.0,2,Yes,1.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Sadasivam Nagar, Madipakkam,Chennai",25000000.0,4500,5550.0,5,Yes,7.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Maraimalai nagar,Singaperumal Koil, Chennai",4000000.0,1000,4000.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Sakthi Nivas flats,Dharan Singh Colony, Vadapalani,Chennai",4500000.0,620,7260.0,2,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Kattangulathur,SRM Nagar, Kattankulathur,Chennai",13000000.0,2772,4690.0,4,Yes,3.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Sri Ranga Flats Garden City,Varadharajapuram, Chennai",3500000.0,1007,3480.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Vinayagapuram ,Mahalakshmi Nagar, Puzhal,Chennai",9200000.0,1200,7670.0,3,No,3.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Unamancheri, Kolapakkam, Kolapakkam - Vandalur,Chennai",3800000.0,580,6550.0,2,No,1.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Bharat Bhawan,Narayana Krishnaraja Puram, Triplicane,Chennai",8000000.0,600,13330.0,2,No,3.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Thaiyur, Chennai",4400000.0,1009,4360.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Sumugam colony ,VOC Nagar, Pammal,Chennai",13000000.0,1456,8930.0,3,Yes,4.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Ammapettai, Chennai",3600000.0,1300,2770.0,3,No,3.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Dunlop Nagar, Veppampattu,Chennai",4500000.0,1200,3750.0,3,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Thirumangalam, Anna Nagar West,Chennai",8500000.0,1000,8500.0,3,Yes,4.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Ponni Nagar, Madhanandapuram,Chennai",1700000.0,444,3830.0,2,Yes,1.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"CASTLE 222 APARTMENT,Venkataraman Nagar, Korattur,Chennai",3900000.0,656,5950.0,2,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Venkataraman Nagar, Korattur,Chennai",2500000.0,585,4270.0,2,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Building Chengalpet,Anna Nagar, Chengalpattu,Chennai",2000000.0,455,4390.0,2,Yes,1.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"VILLIYAMBAKKAM ,Palur, Chennai",9600000.0,4800,2000.0,5,Yes,3.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Mahalakshmi Nagar, Puzhal,Chennai",13000000.0,3000,4330.0,6,Yes,9.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Anna Nagar, Chengalpattu,Chennai",3300000.0,600,5500.0,2,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Akshayam enclave,Kallikuppam, Ambattur,Chennai",3400000.0,710,4790.0,2,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Vadamelpakkam, Chennai",3140000.0,800,3920.0,4,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Tulasingapuram, Nandambakkam,Chennai",17500000.0,1501,11660.0,3,No,3.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Perumal Nagar Extension, Old Pallavaram,Chennai",18500000.0,3090,5990.0,6,Yes,3.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"JV Enterprises,Egmore, Chennai",31000000.0,1800,17220.0,3,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Sankarapuram, Sithalapakkam,Chennai",23000000.0,4400,5230.0,5,Yes,8.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Anna Enclave, Injambakkam,Chennai",12500000.0,1750,7140.0,3,Yes,3.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Pudumanaikuppam, Old Washermanpet,Chennai",21800000.0,435,50000.0,2,Yes,1.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"SBIOA Ue,Mambakkam, Chennai",6200000.0,1350,4590.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Tambaram Mount, West Tambaram,Chennai",2686000.0,580,4630.0,2,No,1.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Shastri Nagar, Adyar,Chennai",6500000.0,636,10220.0,2,Yes,1.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Avadi, Chennai",3200000.0,667,4800.0,2,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Ponmar, Chennai",5500000.0,850,6470.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Ganapathipuram, Chromepet,Chennai",2178000.0,484,4500.0,2,Yes,1.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Water Front,Kovalam, Chennai",10300000.0,2290,4500.0,4,Yes,3.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Chinna Chembarambakkam, Ayanavaram,Chennai",30000000.0,5000,6000.0,5,Yes,7.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Padappai, Chennai",3800000.0,900,4220.0,3,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Citadel ,Patel Nagar, West Tambaram,Chennai",7900000.0,905,8730.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"GK AVENUE,Maraimalai Nagar, Chennai",3800000.0,850,4470.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Minjur, Chennai",7500000.0,1265,5930.0,3,Yes,4.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"brand,Periyar Nagar, Chromepet,Chennai",1980000.0,486,4070.000000000001,2,Yes,1.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Balaji Nagar, Madambakkam,Chennai",3200000.0,599,5340.0,2,No,1.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Rajaji Nagar Extention, Madipakkam,Chennai",3000000.0,600,5000.0,2,Yes,1.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Vayalur, Chennai",2500000.0,1000,2500.0,3,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Ranganathapuram, Medavakkam,Chennai",12000000.0,1500,8000.0,3,Yes,3.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Villivakkam, Chennai",5500000.0,780,7050.0,2,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Achugam Nagar, Gandhi Nagar,Chennai",3200000.0,631,5070.0,2,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Panneer Nagar, Mogappair,Chennai",7600000.0,2050,3710.0,4,Yes,5.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Oragadam Sriperambattur, Chennai",2300000.0,470,4890.0,2,No,1.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Manali, Chennai",8000000.0,3230,2480.0,5,Yes,3.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Villivalam, Chennai",27000000.0,2960,9120.0,4,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"shabeels,Venkata Rathinam Nagar, Adyar,Chennai",11000000.0,1000,11000.0,3,No,3.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Padmavathy Nagar, Velachery,Chennai",50000000.0,2400,20830.0,4,Yes,5.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Tirusulam, Chennai",3000000.0,450,6670.0,2,No,1.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"TATA Santorini,Kuthambakkam, Chennai",8000000.0,1386,5770.0,3,Yes,3.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Ganapathi Nagar, Vanagaram ,Chennai",38200000.0,625,61120.0,2,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Ammapettai, Chennai",4500000.0,1600,2810.0,3,Yes,3.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Raghavendra Apartments ,Chepauk, Triplicane,Chennai",4500000.0,500,9000.0,2,Yes,1.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Mogappair, Chennai",6000000.0,900,6670.0,3,Yes,1.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Thaiyur, Chennai",3300000.0,1009,3270.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Somangalam, Chennai",6800000.0,2640,2580.0,4,Yes,4.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Arasankazhani, Perumbakkam,Chennai",3200000.0,634,5050.0,2,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Salavankuppam, Chennai",1800000.0,540,3330.0,2,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Agaramthen, Chennai",7000000.0,1020,6860.0,3,Yes,1.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Annanur, Ayappakkam,Chennai",3900000.0,730,5340.0,2,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Mahalakshmi Avenue, Ayappakkam,Chennai",2400000.0,464,5170.0,2,Yes,1.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Mogappair Eri Scheme, Mogappair,Chennai",8000000.0,1836,4360.0,3,Yes,4.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Krishnapuram, Ambattur,Chennai",2300000.0,475,4840.0,2,No,1.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Avadi, Chennai",5500000.0,990,5550.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Poonamallee, Chennai",24500000.0,4600,5330.0,5,Yes,4.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Sai Ganesh Nagar, Jalladian Pet,Chennai",500000.0,610,819000.0,2,Yes,1.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Kattankulathur, Chennai",2300000.0,631,3650.0,2,Yes,1.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Tiru Vi Ka Nagar, Perambur,Chennai",9800000.0,1000,9800.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Maraimalai Nagar, Chennai",6500000.0,1550,4190.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Vicky construction,Vengaivasal, Medavakkam,Chennai",13500000.0,1764,7650.0,3,Yes,3.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Iyyapa Nagar, Chennai",5400000.0,1200,4500.0,3,No,3.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
" Mahabalipuram, Chennai",6500000.0,1048,6200.0,3,No,3.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Agaramthen, Chennai",1900000.0,380,5000.0,1,Yes,1.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Palanthandalam,Pazhanthandalam, Chennai",1500000.0,525,2860.0,2,Yes,1.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Jagannatha Nagar, Arumbakkam,Chennai",7000000.0,900,7780.0,3,No,3.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"LALITH,Chennai Port Trust, Chennai",13500000.0,1635,8260.0,3,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Vasudevan Puram, Triplicane,Chennai",5299000.0,600,8830.0,2,Yes,1.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Annanur, Ayappakkam,Chennai",9500000.0,1800,5280.0,3,Yes,3.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Chennai ,Red Hills, Chennai",4500000.0,935,4810.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Sholinganallur, Chennai",3900000.0,669,5830.0,2,Yes,1.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Sorgam Horizon Apartment,Kanathur Reddikuppam, Chennai",3000000.0,600,5000.0,2,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"New Washermanpet, Tondiarpet,Chennai",30000000.0,1300,23080.0,3,Yes,1.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"RE Apartment,Choolai, Chennai",6500000.0,780,8330.0,2,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"SBIOACC UNITY ENCLAVE ,Mambakkam-Chengalpattu , Chennai",9000000.0,1580,5700.0,3,Yes,3.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Thiruporur, Chennai",7500000.0,1622,4620.0,3,Yes,3.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Tondiarpet, Chennai",9500000.0,995,9550.0,3,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"TVS Emerald GreenAcres,Unamancheri, Kolapakkam, Kolapakkam - Vandalur,Chennai",7000000.0,1047,6680.0,3,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Sithalapakkam, Chennai",5800000.0,1000,5800.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Vrindavan nagar,Janappanchatram, Chennai",2100000.0,670,3130.0,2,No,1.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Raghavendra Nagar, Nesapakkam,Chennai",3200000.0,495,6460.0,2,No,1.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Nadukuthagai, Chennai",8500000.0,1200,7080.0,3,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Muttukadu, Chennai",9300000.0,2295,4050.0,4,Yes,3.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Ponneri, Chennai",6000000.0,1415,4240.0,3,Yes,1.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Govardhan villa ,Annanur, Cholambedu,Chennai",3100000.0,835,3710.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Vyasarpadi Industrial Estate, Vyasarpadi,Chennai",20000000.0,2800,7140.0,4,Yes,6.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Alex Nagar Colony, Madhavaram Milk Colony,Chennai",25000000.0,2000,12500.0,3,Yes,4.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Tiruninravur ,Nemilicheri, Chennai",1800000.0,512,3520.0,2,No,1.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Adhanur, Chennai",2050000.0,575,3560.0,2,Yes,1.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"WATER FRONT THE BLUE BAY PARADISE,Kovalam, Chennai",13000000.0,2290,5680.0,4,Yes,3.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Lalitha Nagar, Thiruvanmiyur,Chennai",13500000.0,640,21090.0,2,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Chinnaekkadu, Thiruvallur,Chennai",5000000.0,1000,5000.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Thodukadu, Chennai",2300000.0,600,3830.0,2,Yes,1.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Mahindra World City, Chennai",3500000.0,920,3800.0,3,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Madhavaram Milk Colony, Chennai",9500000.0,1800,5280.0,3,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Kanchipuram, Chennai",2500000.0,606,4130.0,2,Yes,5.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Water front villa ,Kovalam, Chennai",10000000.0,2290,4370.0,4,Yes,3.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Indira Nagar, Adyar,Chennai",17000000.0,1400,12140.0,3,Yes,10.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"MGR Nagar, Velachery,Chennai",15000000.0,1200,12500.0,3,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Ganesh Puram, Vyasarpadi,Chennai",15000000.0,2400,6250.0,4,Yes,5.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Kelambakkam, Chennai",9100000.0,2100,4330.0,4,Yes,4.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Irandam kattalai ,Irandankattalai, Chennai",3800000.0,900,4220.0,3,Yes,1.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"POONJERI APPARTMENT,Salavankuppam, Chennai",1800000.0,540,3330.0,2,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"City Square Enterprises Waterfront Kovalam Chennai,Thiruvidandhai, Chennai",10300000.0,2290,4500.0,4,Yes,3.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Unamancheri, Kolapakkam, Kolapakkam - Vandalur,Chennai",7600000.0,1650,4610.0,3,Yes,3.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Jaganathapuram, Sikkarayapuram,Chennai",14000000.0,2200,6360.0,4,Yes,4.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Mullai Nagar, West Tambaram,Chennai",30000000.0,4500,6670.0,5,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Thiruvalluvar Nagar, Kodungaiyur East,Chennai",40000000.0,4000,10000.0,4,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Maraimalai Nagar Part, Chennai",3900000.0,805,4840.0,3,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Poonamallee, Chennai",2050000.0,460,4460.0,2,No,1.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"SHANKAR AVM AVENUE,Swarnambigai Nagar, Virugambakkam,Chennai",5000000.0,700,7140.0,2,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Anthony Nagar, Kolathur,Chennai",45000000.0,6000,7500.0,1,Yes,9.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Grand Lyon, Red Hills,Chennai",13500000.0,3758,3590.0,6,Yes,9.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"aulia ,Jamaliya Nagar, Perambur,Chennai",3375000.0,750,4500.0,2,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Vellai Thottam, West Mambalam,Chennai",3500000.0,630,5550.0,2,No,1.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Tulasingapuram, Nandambakkam,Chennai",22500000.0,1800,12500.0,3,Yes,6.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Umayalparamancheri, Chennai",4000000.0,1224,3270.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Unamancheri, Kolapakkam, Kolapakkam - Vandalur,Chennai",1950000.0,485,4020.0,2,Yes,1.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Srinivasa Nagar,Poonamallee, Chennai",3800000.0,600,6330.0,2,No,1.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Venkateshwarpuram,Oragadam Ambattur, Chennai",8000000.0,1146,6980.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Seetharam Nagar, Kodungaiyur West,Chennai",25000000.0,2200,11360.0,4,Yes,5.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Pleasant home Guduvanchery,Kannivakkam, Chennai",5100000.0,1447,3520.0,3,Yes,3.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Hirco Palace Gardens, Chennai",10500000.0,2256,4650.0,4,Yes,3.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Aavasa pa,Civil Aviation Colony, Nanganallur,Chennai",12500000.0,989,12640.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Ottiambakkam, Chennai",1200000.0,1000,1200.0,3,Yes,3.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
